#,T,I,T,L,E
K,E,Y
V,A,L,U,E
S,W,M,H
c_oldenburg,c_oldenburg_adj,,Oldenburgian
b_oldenburg,b_oldenburg,,Oldenburg
b_oldenburg,b_oldenburg_adj,,
b_cloppenburg,b_cloppenburg,,Cloppenburg
b_cloppenburg,b_cloppenburg_adj,,
b_westerstede,b_westerstede,,Westerstede
b_westerstede,b_westerstede_adj,,
b_delmenhorst,b_delmenhorst,,Delmenhorst
b_delmenhorst,b_delmenhorst_adj,,
d_osnabruck,d_osnabruck,,Osnabrück
d_osnabruck,d_osnabruck_adj,,Osnabrückische
d_osnabruck,foa,,FE_FOA
d_osnabruck,title,,FE
d_osnabruck,title_prefix,,FE_OF
c_osnabruck,PROV87,,Osnabrück
c_osnabruck,c_osnabruck,,
c_osnabruck,c_osnabruck_adj,,Osnabrückian
b_osnabruck,b_osnabruck,,Osnabrück
b_osnabruck,b_osnabruck_adj,,
b_ravensberg,b_ravensberg,,Ravensberg
b_ravensberg,b_ravensberg_adj,,
b_werhta,b_werhta,,Werhta
b_werhta,b_werhta_adj,,
d_bishopmunster,d_bishopmunster,,Münster
d_bishopmunster,d_bishopmunster_adj,,Münstersche
d_bishopmunster,foa,,FE_FOA
d_bishopmunster,title,,FE
d_bishopmunster,title_prefix,,FE_OF
c_munster,PROV88,,Münster
c_munster,c_munster,,
c_munster,c_munster_adj,,Munsterian
b_munster,b_munster,,Münster
b_munster,b_munster_adj,,
b_dortmund,b_dortmund,,Dortmund
b_dortmund,b_dortmund_adj,,
b_greven,b_greven,,Greven
b_greven,b_greven_adj,,
b_gronau,b_gronau,,Gronau
b_gronau,b_gronau_adj,,
d_bremen,d_bremen,,Bremen
d_bremen,d_bremen_adj,,Bremische
d_bremen,foa,,FE_FOA
d_bremen,title,,FE
d_bremen,title_prefix,,FE_OF
c_bremen,PROV848,,Bremen
c_bremen,c_bremen,,
c_bremen,c_bremen_adj,,Bremenian
b_bremen,b_bremen,,Bremen
b_bremen,b_bremen_adj,,
b_hoya,b_hoya,,Hoya
b_hoya,b_hoya_adj,,
b_verden,b_verden,,Verden
b_verden,b_verden_adj,,
b_stade,b_stade,,Stade
b_stade,b_stade_adj,,
b_blumenthal,b_blumenthal,,Blumenthal
b_blumenthal,b_blumenthal_adj,,
b_beverstedt,b_beverstedt,,Beverstedt
b_beverstedt,b_beverstedt_adj,,
d_holstein,d_holstein,,Holstein
d_holstein,d_holstein_adj,,Holsteinische
c_holstein,PROV263,,Eselsfleth
c_holstein,c_holstein,,
c_holstein,c_holstein_adj,,Holsteinian
b_itzehoe,b_itzehoe,,Eselsfleth
b_itzehoe,b_itzehoe_adj,,
b_pinneberg,b_pinneberg,,Pinneberg
b_pinneberg,b_pinneberg_adj,,
b_gluckstadt,b_gluckstadt,,Glückstadt
b_gluckstadt,b_gluckstadt_adj,,
b_wilster,b_wilster,,Wilster
b_wilster,b_wilster_adj,,
c_dithmarschen,PROV1065,,Dithmarschen
c_dithmarschen,c_dithmarschen,,
c_dithmarschen,c_dithmarschen_adj,,Dithmarchische
c_dithmarschen,danish,,Thetmærsch
b_heide,b_heide,,Heide
b_heide,b_heide_adj,,
b_meldorf,b_meldorf,,Meldorf
b_meldorf,b_meldorf_adj,,
b_meldorf,danish,,Melsword
c_reinholdsburg,PROV1025,,Rendsburg
c_reinholdsburg,c_reinholdsburg,,
c_reinholdsburg,c_reinholdsburg_adj,,Reinholdsburgische
c_reinholdsburg,anglonorse,,Reinoldsborg
c_reinholdsburg,danish,,Reynoldsburgh
c_reinholdsburg,icelandic,,Reinoldsborg
c_reinholdsburg,norse,,Reinoldsborg
c_reinholdsburg,norsegaelic,,Reinoldsborg
c_reinholdsburg,norwegian,,Reinoldsborg
c_reinholdsburg,swedish,,Reinoldsborg
b_kiel,b_kiel,,Kiel
b_kiel,b_kiel_adj,,
b_krummediek,b_krummediek,,Krummediek
b_krummediek,b_krummediek_adj,,
b_krummediek,anglonorse,,Krummedige
b_krummediek,danish,,Krummedige
b_krummediek,icelandic,,Krummedige
b_krummediek,norse,,Krummedige
b_krummediek,norsegaelic,,Krummedige
b_krummediek,norwegian,,Krummedige
b_krummediek,swedish,,Krummedige
b_reinholdsburg,b_reinholdsburg,,Rendsburg
b_reinholdsburg,b_reinholdsburg_adj,,
b_reinholdsburg,anglonorse,,Reinoldsborg
b_reinholdsburg,danish,,Reynoldsburgh
b_reinholdsburg,icelandic,,Reinoldsborg
b_reinholdsburg,norse,,Reinoldsborg
b_reinholdsburg,norsegaelic,,Reinoldsborg
b_reinholdsburg,norwegian,,Reinoldsborg
b_reinholdsburg,swedish,,Reinoldsborg
b_neumunster,b_neumunster,,Wippendorf
b_neumunster,b_neumunster_adj,,
c_lauenburg,PROV1098,,Lauenburg
c_lauenburg,c_lauenburg,,
c_lauenburg,c_lauenburg_adj,,Lauenburgische
b_ratzeburg,b_ratzeburg,,Ratzeburg
b_ratzeburg,b_ratzeburg_adj,,
b_neuhaus,b_neuhaus,,Neuhaus
b_neuhaus,b_neuhaus_adj,,
b_tripkau,b_tripkau,,Tripkau
b_tripkau,b_tripkau_adj,,
b_lauenburg,b_lauenburg,,Lauenburg
b_lauenburg,b_lauenburg_adj,,
c_hamburg,PROV261,,Stormarn
c_hamburg,c_hamburg,,
c_hamburg,c_hamburg_adj,,Hamburgian
b_oldesloe,b_oldesloe,,Bad Oldesloe
b_oldesloe,b_oldesloe_adj,,
b_steinburg,b_steinburg,,Steinburg
b_steinburg,b_steinburg_adj,,
b_segeberg,b_segeberg,,Segeberg
b_segeberg,b_segeberg_adj,,
b_hamburg,b_hamburg,,Hamburg
b_hamburg,b_hamburg_adj,,
b_blankenese,b_blankenese,,Blankenese
b_blankenese,b_blankenese_adj,,
d_magdeburg,d_magdeburg,,Magdeburg
d_magdeburg,d_magdeburg_adj,,Magdeburgische
d_magdeburg,foa,,FE_FOA
d_magdeburg,title,,FE
d_magdeburg,title_prefix,,FE_OF
c_magdeburg,PROV1074,,Magdeburg
c_magdeburg,c_magdeburg,,
c_magdeburg,c_magdeburg_adj,,Magdeburgische
b_belzig,b_belzig,,Belzig
b_belzig,b_belzig_adj,,
b_magdeburg,b_magdeburg,,Magdeburg
b_magdeburg,b_magdeburg_adj,,
b_havelberg,b_havelberg,,Havelberg
b_havelberg,b_havelberg_adj,,
d_saxewittenberg,d_saxewittenberg,,Sachsen-Wittenberg
d_saxewittenberg,d_saxewittenberg_adj,,Sächsische
c_anhalt,PROV310,,Anhalt
c_anhalt,c_anhalt,,
c_anhalt,c_anhalt_adj,,Anhaltian
c_anhalt,pommeranian,,Chutizi
b_zerbst,b_zerbst,,Zerbst
b_zerbst,b_zerbst_adj,,
b_aschersleben,b_aschersleben,,Aschersleben
b_aschersleben,b_aschersleben_adj,,
b_dessau,b_dessau,,Dessau
b_dessau,b_dessau_adj,,
b_querfurt,b_querfurt,,Querfurt
b_querfurt,b_querfurt_adj,,
b_bernburg,b_bernburg,,Bernburg
b_bernburg,b_bernburg_adj,,
c_blankenburg,PROV1076,,Blankenburg
c_blankenburg,c_blankenburg,,
c_blankenburg,c_blankenburg_adj,,Blankenburgische
b_reggenstein,b_reggenstein,,Reggenstein
b_reggenstein,b_reggenstein_adj,,
b_haldensleben,b_haldensleben,,Haldensleben
b_haldensleben,b_haldensleben_adj,,
b_derenburg,b_derenburg,,Derenburg
b_derenburg,b_derenburg_adj,,
b_blankenburg,b_blankenburg,,Blankenburg
b_blankenburg,b_blankenburg_adj,,
b_quedlinburg,b_quedlinburg,,Quedlinburg
b_quedlinburg,b_quedlinburg_adj,,
c_wittenberg,PROV1075,,Wittenberg
c_wittenberg,c_wittenberg,,
c_wittenberg,c_wittenberg_adj,,Wittenbergische
b_wittenberg,b_wittenberg,,Wittenberg
b_wittenberg,b_wittenberg_adj,,
b_juterbog,b_juterbog,,Jüterbog
b_juterbog,b_juterbog_adj,,
b_zinna,b_zinna,,Zinna
b_zinna,b_zinna_adj,,
b_pretzsch,b_pretzsch,,Pretzsch
b_pretzsch,b_pretzsch_adj,,
c_brehna,PROV1077,,Brehna
c_brehna,c_brehna,,
c_brehna,c_brehna_adj,,Brehnaische
b_wettin,b_wettin,,Wettin
b_wettin,b_wettin_adj,,
b_brehna,b_brehna,,Brehna
b_brehna,b_brehna_adj,,
b_torgau,b_torgau,,Torgau
b_torgau,b_torgau_adj,,
c_weimar,PROV256,,Weimar
c_weimar,c_weimar,,
c_weimar,c_weimar_adj,,Weimarian
b_weimar,b_weimar,,Weimar
b_weimar,b_weimar_adj,,
b_jena,b_jena,,Jena
b_jena,b_jena_adj,,
b_walkenried,b_walkenried,,Walkenried
b_walkenried,b_walkenried_adj,,
b_gera,b_gera,,Gera
b_gera,b_gera_adj,,
d_meissen,d_meissen,,Meissen
d_meissen,d_meissen_adj,,Meissian
d_meissen,foa,,MARGRAVE_FOA
d_meissen,title,,MARGRAVE
d_meissen,title_female,,MARGRAVINE
d_meissen,title_prefix,,MARGRAVE_OF
c_meissen,PROV312,,Meissen
c_meissen,c_meissen,,
c_meissen,c_meissen_adj,,Meissian
c_meissen,pommeranian,,Dalaminza
b_dresden,b_dresden,,Dresden
b_dresden,b_dresden_adj,,
b_meissen,b_meissen,,Meissen
b_meissen,b_meissen_adj,,
b_dohna,b_dohna,,Dohna
b_dohna,b_dohna_adj,,
b_belgern,b_belgern,,Altenburg
b_belgern,b_belgern_adj,,
b_radeburg,b_radeburg,,Radeburg
b_radeburg,b_radeburg_adj,,
c_voigtland,PROV998,,Voigtland
c_voigtland,c_voigtland,,
c_voigtland,c_voigtland_adj,,Voigtlandische
b_plauen,b_plauen,,Plauen
b_plauen,b_plauen_adj,,
b_weida,b_weida,,Weida
b_weida,b_weida_adj,,
b_voigtsberg,b_voigtsberg,,Voigtsberg
b_voigtsberg,b_voigtsberg_adj,,
b_greiz,b_greiz,,Greiz
b_greiz,b_greiz_adj,,
c_merseburg,PROV978,,Merseburg
c_merseburg,c_merseburg,,
c_merseburg,c_merseburg_adj,,Merseburgische
b_merseburg,b_merseburg,,Merseburg
b_merseburg,b_merseburg_adj,,
b_leipzig,b_leipzig,,Leipzig
b_leipzig,b_leipzig_adj,,
b_weissensfels,b_weissensfels,,Weissensfels
b_weissensfels,b_weissensfels_adj,,
c_zeitz,PROV954,,Zeitz
c_zeitz,c_zeitz,,
c_zeitz,c_zeitz_adj,,Zeitzische
b_zeitz,b_zeitz,,Zeitz
b_zeitz,b_zeitz_adj,,
b_halle,b_halle,,Halle
b_halle,b_halle_adj,,
b_naumburg,b_naumburg,,Naumburg
b_naumburg,b_naumburg_adj,,
d_altmark,d_altmark,,Altmark
d_altmark,d_altmark_adj,,Altmärkische
c_altmark,PROV309,,Altmark
c_altmark,c_altmark,,
c_altmark,c_altmark_adj,,Altmarkian
b_werben,b_werben,,Weben
b_werben,b_werben_adj,,
b_salzwedel,b_salzwedel,,Salzwedel
b_salzwedel,b_salzwedel_adj,,
b_stendal,b_stendal,,Stendal
b_stendal,b_stendal_adj,,
b_osterburg,b_osterburg,,Osterburg
b_osterburg,b_osterburg_adj,,
d_brunswick,d_brunswick,,Braunschweig-Lüneburg
d_brunswick,d_brunswick_adj,,Braunschweigische
c_luneburg,PROV258,,Lüneburg
c_luneburg,c_luneburg,,
c_luneburg,c_luneburg_adj,,Lüneburgian
b_luneburg,b_luneburg,,Lüneburg
b_luneburg,b_luneburg_adj,,
b_bardowick,b_bardowick,,Bardowick
b_bardowick,b_bardowick_adj,,
b_celle,b_celle,,Celle
b_celle,b_celle_adj,,
b_gifhorn,b_gifhorn,,Gifhorn
b_gifhorn,b_gifhorn_adj,,
b_evern,b_evern,,Evern
b_evern,b_evern_adj,,
c_dannenberg,PROV1053,,Dannenberg
c_dannenberg,c_dannenberg,,
c_dannenberg,c_dannenberg_adj,,Dannenbergische
b_grabowdannenberg,b_grabowdannenberg,,Grabow
b_grabowdannenberg,b_grabowdannenberg_adj,,
b_luchow,b_luchow,,Lüchow
b_luchow,b_luchow_adj,,
b_dannenberg,b_dannenberg,,Dannenberg
b_dannenberg,b_dannenberg_adj,,
c_gottingen,PROV120,,Grone
c_gottingen,c_gottingen,,
c_gottingen,c_gottingen_adj,,Göttingian
b_corvey,b_corvey,,Corvey
b_corvey,b_corvey_adj,,
b_hardenberg,b_hardenberg,,Hardenberg
b_hardenberg,b_hardenberg_adj,,
b_pfalzgrona,b_pfalzgrona,,Pfalz Grona
b_pfalzgrona,b_pfalzgrona_adj,,
b_adelebsen,b_adelebsen,,Adelebsen
b_adelebsen,b_adelebsen_adj,,
c_everstein,PROV980,,Everstein
c_everstein,c_everstein,,
c_everstein,c_everstein_adj,,Eversteinische
b_goslar,b_goslar,,Goslar
b_goslar,b_goslar_adj,,
b_everstein,b_everstein,,Everstein
b_everstein,b_everstein_adj,,
b_northeim,b_northeim,,Northeim
b_northeim,b_northeim_adj,,
c_braunschweig,PROV257,,Braunschweig
c_braunschweig,c_braunschweig,,
c_braunschweig,c_braunschweig_adj,,Braunschweigian
b_braunschweig,b_braunschweig,,Braunschweig
b_braunschweig,b_braunschweig_adj,,
b_bielefeld,b_bielefeld,,Bielefeld
b_bielefeld,b_bielefeld_adj,,
b_hildesheim,b_hildesheim,,Hildesheim
b_hildesheim,b_hildesheim_adj,,
b_hannover,b_hannover,,Hannover
b_hannover,b_hannover_adj,,
b_wolfenbuttel,b_wolfenbuttel,,Wolfenbüttel
b_wolfenbuttel,b_wolfenbuttel_adj,,
k_franconia,k_franconia,,Franken
k_franconia,k_franconia_adj,,Fränkische
k_franconia,name_tier,,duke
d_rheinfranken,d_rheinfranken,,Rheinfranken
d_rheinfranken,d_rheinfranken_adj,,Rheinfränkische
c_leiningen,PROV122,,Wertheim
c_leiningen,c_leiningen,,
c_leiningen,c_leiningen_adj,,Leiningian
b_wertheim,b_wertheim,,Wertheim
b_wertheim,b_wertheim_adj,,
b_burgwertheim,b_burgwertheim,,Burg Wertheim
b_burgwertheim,b_burgwertheim_adj,,
b_durne,b_durne,,Dürne
b_durne,b_durne_adj,,
b_klingen,b_klingen,,Klingen
b_klingen,b_klingen_adj,,
c_lauffen,PROV960,,Lauffen
c_lauffen,c_lauffen,,
c_lauffen,c_lauffen_adj,,Lauffische
b_eberbach,b_eberbach,,Erbach
b_eberbach,b_eberbach_adj,,
b_darmstadt,b_darmstadt,,Darmstadt
b_darmstadt,b_darmstadt_adj,,
b_lauffen,b_lauffen,,Lauffen
b_lauffen,b_lauffen_adj,,
b_mosbach,b_mosbach,,Mosbach
b_mosbach,b_mosbach_adj,,
c_frankfurt,PROV952,,Hanau
c_frankfurt,c_frankfurt,,
c_frankfurt,c_frankfurt_adj,,Hanuaische
b_birstein,b_birstein,,Birstein
b_birstein,b_birstein_adj,,
b_offenbach,b_offenbach,,Offenbach
b_offenbach,b_offenbach_adj,,
b_aschaffenburg,b_aschaffenburg,,Aschaffenburg
b_aschaffenburg,b_aschaffenburg_adj,,
b_frankfurt,b_frankfurt,,Frankfurt
b_frankfurt,b_frankfurt_adj,,
b_hanau,b_hanau,,Hanau
b_hanau,b_hanau_adj,,
b_eppstein,b_eppstein,,Eppstein
b_eppstein,b_eppstein_adj,,
c_konigssondergau,PROV1007,,Königssondergau
c_konigssondergau,c_konigssondergau,,
c_konigssondergau,c_konigssondergau_adj,,Königsondergauische
b_wiesbaden,b_wiesbaden,,Wiesbaden
b_wiesbaden,b_wiesbaden_adj,,
b_lipporn,b_lipporn,,Lipporn
b_lipporn,b_lipporn_adj,,
b_sonnenberg,b_sonnenberg,,Sonnenberg
b_sonnenberg,b_sonnenberg_adj,,
b_katz,b_katz,,Katz
b_katz,b_katz_adj,,
b_lorch,b_lorch,,Lorch
b_lorch,b_lorch_adj,,
d_wurzburg,d_wurzburg,,Ostfranken
d_wurzburg,d_wurzburg_adj,,Ostfränkische
c_henneberg,PROV1054,,Henneberg
c_henneberg,c_henneberg,,
c_henneberg,c_henneberg_adj,,Hennebergische
b_arnstadt,b_arnstadt,,Arnstadt
b_arnstadt,b_arnstadt_adj,,
b_salzungen,b_salzungen,,Salzungen
b_salzungen,b_salzungen_adj,,
b_henneberg,b_henneberg,,Henneberg
b_henneberg,b_henneberg_adj,,
c_hohenloe,PROV1035,,Hohenloe
c_hohenloe,c_hohenloe,,
c_hohenloe,c_hohenloe_adj,,Hohenloeische
b_hochlach,b_hochlach,,Hochlach
b_hochlach,b_hochlach_adj,,
b_waldenburg,b_waldenburg,,Waldenburg
b_waldenburg,b_waldenburg_adj,,
b_neustein,b_neustein,,Neustein
b_neustein,b_neustein_adj,,
b_uffenheim,b_uffenheim,,Uffenheim
b_uffenheim,b_uffenheim_adj,,
c_comburg,PROV970,,Comburg-Röthenburg
c_comburg,c_comburg,,
c_comburg,c_comburg_adj,,Comburger
b_rothenburg,b_rothenburg,,Rothenburg
b_rothenburg,b_rothenburg_adj,,
b_comburg,b_comburg,,Comburg
b_comburg,b_comburg_adj,,
b_staufer,b_staufer,,Staufer
b_staufer,b_staufer_adj,,
b_gebsattle,b_gebsattle,,Gebsattle
b_gebsattle,b_gebsattle_adj,,
c_wurzburg,PROV254,,Würzburg
c_wurzburg,c_wurzburg,,Würzburgian
c_wurzburg,c_wurzburg_adj,,Wurzburgische
b_wurzburg,b_wurzburg,,Würzburg
b_wurzburg,b_wurzburg_adj,,
b_dettlebach,b_dettlebach,,Dettelbach
b_dettlebach,b_dettlebach_adj,,
b_karlsburg,b_karlsburg,,Karlsburg
b_karlsburg,b_karlsburg_adj,,
b_hammelburg,b_hammelburg,,Hammelburg
b_hammelburg,b_hammelburg_adj,,
d_mainz,d_mainz,,Mainz
d_mainz,d_mainz_adj,,Mainzische
d_mainz,foa,,FE_FOA
d_mainz,title,,FE
d_mainz,title_prefix,,FE_OF
c_mainz,PROV123,,Mainz
c_mainz,c_mainz,,
c_mainz,c_mainz_adj,,Mainzian
c_mainz,greek,,Mogontiakon
c_mainz,roman,,Mogontiacum
b_mainz,b_mainz,,Mainz
b_mainz,b_mainz_adj,,
b_mainz,greek,,Mogontiakon
b_mainz,roman,,Mogontiacum
b_ingelheim,b_ingelheim,,Ingelheim
b_ingelheim,b_ingelheim_adj,,
b_dornburg,b_dornburg,,Dornburg
b_dornburg,b_dornburg_adj,,
b_geisenheim,b_geisenheim,,Geisenheim
b_geisenheim,b_geisenheim_adj,,
b_rudesheim,b_rudesheim,,Rüdesheim
b_rudesheim,b_rudesheim_adj,,
d_thuringia,d_thuringia,,Thüringen
d_thuringia,d_thuringia_adj,,Thüringische
d_thuringia,foa,,LANDGRAVE_FOA
d_thuringia,title,,LANDGRAVE
d_thuringia,title_female,,LANDGRAVINE
d_thuringia,title_prefix,,LANDGRAVE_OF
c_schwartzburg,PROV1078,,Schwartzburg
c_schwartzburg,c_schwartzburg,,
c_schwartzburg,c_schwartzburg_adj,,Schwartzburgische
b_schwartzburg,b_schwartzburg,,Schwartzburg
b_schwartzburg,b_schwartzburg_adj,,
b_kafernburg,b_kafernburg,,Käfernburg
b_kafernburg,b_kafernburg_adj,,
b_geogenthal,b_geogenthal,,Geogenthal
b_geogenthal,b_geogenthal_adj,,
c_thuringen,PROV255,,Thüringen
c_thuringen,c_thuringen,,
c_thuringen,c_thuringen_adj,,Thüringian
b_erfurt,b_erfurt,,Erfurt
b_erfurt,b_erfurt_adj,,
b_wartburg,b_wartburg,,Wartburg
b_wartburg,b_wartburg_adj,,
b_gleichen,b_gleichen,,Gleichen
b_gleichen,b_gleichen_adj,,
b_waschenberg,b_waschenberg,,Waschenberg
b_waschenberg,b_waschenberg_adj,,
b_muhlhausen,b_muhlhausen,,Mulhausen
b_muhlhausen,b_muhlhausen_adj,,
d_hessen,d_hessen,,Hessen
d_hessen,d_hessen_adj,,Hessische
d_hessen,foa,,LANDGRAVE_FOA
d_hessen,title,,LANDGRAVE
d_hessen,title_female,,LANDGRAVINE
d_hessen,title_prefix,,LANDGRAVE_OF
c_hessen,PROV948,,Hessen
c_hessen,c_hessen,,
c_hessen,c_hessen_adj,,Hessen
b_waldeck,b_waldeck,,Waldeck
b_waldeck,b_waldeck_adj,,
b_gudensberg,b_gudensberg,,Gudensberg
b_gudensberg,b_gudensberg_adj,,
b_fulda,b_fulda,,Fulda
b_fulda,b_fulda_adj,,
b_kassel,b_kassel,,Kassel
b_kassel,b_kassel_adj,,
b_marburga,b_marburga,,Marburg
b_marburga,b_marburga_adj,,
c_nassau,PROV121,,Nassau
c_nassau,c_nassau,,
c_nassau,c_nassau_adj,,Nassauian
b_nassau,b_nassau,,Nassau
b_nassau,b_nassau_adj,,
b_laurenburg,b_laurenburg,,Laurenbrug
b_laurenburg,b_laurenburg_adj,,
b_wetzlar,b_wetzlar,,Wetzlar
b_wetzlar,b_wetzlar_adj,,
b_solms,b_solms,,Solms
b_solms,b_solms_adj,,
k_bavaria,k_bavaria,,Baiern
k_bavaria,k_bavaria_adj,,Bairische
k_bavaria,name_tier,,duke
d_niederbayern,d_niederbayern,,Niederbaiern
d_niederbayern,d_niederbayern_adj,,Niederbairische
d_niederbayern,greek,,Rhaitia Sekunda
d_niederbayern,roman,,Rhaetia Secunda
c_passau,PROV447,,Ortenburg
c_passau,c_passau,,
c_passau,c_passau_adj,,Passauian
c_passau,greek,,Batavinon
c_passau,roman,,Batavinum
b_passau,b_passau,,Passau
b_passau,b_passau_adj,,
b_passau,greek,,Batavinon
b_passau,roman,,Batavinum
b_ortenburg,b_ortenburg,,Ortenburg
b_ortenburg,b_ortenburg_adj,,
b_schaumberg,b_schaumberg,,Schaumberg
b_schaumberg,b_schaumberg_adj,,
b_formbach,b_formbach,,Formbach
b_formbach,b_formbach_adj,,
c_leuchenberg,PROV1033,,Leuchtenberg
c_leuchenberg,c_leuchenberg,,
c_leuchenberg,c_leuchenberg_adj,,Leuchenbergische
c_leuchenberg,foa,,LANDGRAVE_FOA
c_leuchenberg,title,,LANDGRAVE
c_leuchenberg,title_female,,LANDGRAVINE
c_leuchenberg,title_prefix,,LANDGRAVE_OF
b_leuchenberg,b_leuchenberg,,Leuchenberg
b_leuchenberg,b_leuchenberg_adj,,
b_hals,b_hals,,Hals
b_hals,b_hals_adj,,
b_grafenwohr,b_grafenwohr,,Grafenwöhr
b_grafenwohr,b_grafenwohr_adj,,
c_niederbayern,PROV361,,Niederbayern
c_niederbayern,c_niederbayern,,
c_niederbayern,c_niederbayern_adj,,Niederbayerian
c_niederbayern,greek,,Kastra Regina
c_niederbayern,roman,,Castra Regina
b_hohenburg,b_hohenburg,,Hohenburg
b_hohenburg,b_hohenburg_adj,,
b_straubing,b_straubing,,Straubing
b_straubing,b_straubing_adj,,
b_straubing,greek,,Sorvioduron
b_straubing,roman,,Sorviodurum
b_regensburg,b_regensburg,,Regensburg
b_regensburg,b_regensburg_adj,,
b_regensburg,greek,,Kastra Regina
b_regensburg,roman,,Castra Regina
b_regensburg,name_tier,,count
b_landshut,b_landshut,,Landshut
b_landshut,b_landshut_adj,,
b_ingolstadt,b_ingolstadt,,Ingolstadt
b_ingolstadt,b_ingolstadt_adj,,
d_tyrol,d_tyrol,,Tirol
d_tyrol,d_tyrol_adj,,Tirolische
d_tyrol,name_tier,,count
c_tirol,PROV316,,Tirol
c_tirol,c_tirol,,
c_tirol,c_tirol_adj,,Tyrolian
b_tirol,b_tirol,,Tyrol
b_tirol,b_tirol_adj,,
b_meran,b_meran,,Meran
b_meran,b_meran_adj,,
b_brixen,b_brixen,,Brixen
b_brixen,b_brixen_adj,,
b_lienz,b_lienz,,Lienz
b_lienz,b_lienz_adj,,
b_innsbruck,b_innsbruck,,Innsbruck
b_innsbruck,b_innsbruck_adj,,
c_trent,PROV317,,Trent
c_trent,c_trent,,
c_trent,c_trent_adj,,Trentian
c_trent,greek,,Tridente
c_trent,roman,,Tridentum
b_trento,b_trento,,Trento
b_trento,b_trento_adj,,
b_trento,greek,,Tridente
b_trento,roman,,Tridentum
b_riva,b_riva,,Riva
b_riva,b_riva_adj,,
b_rovereto,b_rovereto,,Rovereto
b_rovereto,b_rovereto_adj,,
d_bamberg,d_bamberg,,Bamberg
d_bamberg,d_bamberg_adj,,Bambergische
d_bamberg,foa,,FE_FOA
d_bamberg,title,,FE
d_bamberg,title_prefix,,FE_OF
c_bamberg,PROV313,,Bamberg
c_bamberg,c_bamberg,,
c_bamberg,c_bamberg_adj,,Bambergian
b_bamberg,b_bamberg,,Bamberg
b_bamberg,b_bamberg_adj,,
b_schweinfurt,b_schweinfurt,,Schweinfurt
b_schweinfurt,b_schweinfurt_adj,,
b_babenberg,b_babenberg,,Babenberg
b_babenberg,b_babenberg_adj,,
d_nuremberg,d_nuremberg,,Nürnberg
d_nuremberg,d_nuremberg_adj,,Nürnbergische
d_nuremberg,foa,,BURGRAVE_FOA
d_nuremberg,title,,BURGRAVE
d_nuremberg,title_female,,BURGRAVINE
d_nuremberg,title_prefix,,BURGRAVE_OF
c_plauen,PROV311,,Bayreuth
c_plauen,c_plauen,,
c_plauen,c_plauen_adj,,Plauenian
b_plassenburg,b_plassenburg,,Plassenburg
b_plassenburg,b_plassenburg_adj,,
b_cheb,b_cheb,,Cheb
b_cheb,b_cheb_adj,,
b_kulmbach,b_kulmbach,,Kulmbach
b_kulmbach,b_kulmbach_adj,,
b_bayreuth,b_bayreuth,,Bayreuth
b_bayreuth,b_bayreuth_adj,,
c_ansbach,PROV981,,Ansbach
c_ansbach,c_ansbach,,
c_ansbach,c_ansbach_adj,,Ansbachische
b_ansbach,b_ansbach,,Ansbach
b_ansbach,b_ansbach_adj,,
b_colmberg,b_colmberg,,Colmberg
b_colmberg,b_colmberg_adj,,
b_nordlingen,b_nordlingen,,Nordlingen
b_nordlingen,b_nordlingen_adj,,
b_eichstatt,b_eichstatt,,Eichstatt
b_eichstatt,b_eichstatt_adj,,
b_eichstatt,name_tier,,count
c_nurnberg,PROV314,,Nürnberg
c_nurnberg,c_nurnberg,,
c_nurnberg,c_nurnberg_adj,,Nürnbergian
b_roth,b_roth,,Roth
b_roth,b_roth_adj,,
b_cadolzburg,b_cadolzburg,,Cadolzburg
b_cadolzburg,b_cadolzburg_adj,,
b_nurnberg,b_nurnberg,,Nürnberg
b_nurnberg,b_nurnberg_adj,,
b_nurnbergerburg,b_nurnbergerburg,,Nürnbergerburg
b_nurnbergerburg,b_nurnbergerburg_adj,,
b_crailsheim,b_crailsheim,,Crailsheim
b_crailsheim,b_crailsheim_adj,,
d_oberbayern,d_oberbayern,,Oberbaiern
d_oberbayern,d_oberbayern_adj,,Oberbaierisch
d_oberbayern,greek,,Rhaitia Prima
d_oberbayern,roman,,Rhaetia Prima
c_kempten,PROV315,,Kempten
c_kempten,c_kempten,,
c_kempten,c_kempten_adj,,Kemptian
c_kempten,greek,,Kambodunum
c_kempten,roman,,Cambodunum
b_kempten,b_kempten,,Kempten
b_kempten,b_kempten_adj,,
b_kempten,greek,,Kambodunum
b_kempten,roman,,Cambodunum
b_wittelsbach,b_wittelsbach,,Wittelsbach
b_wittelsbach,b_wittelsbach_adj,,
b_zumarshausen,b_zumarshausen,,Zumarshausen
b_zumarshausen,b_zumarshausen_adj,,
c_oberbayern,PROV360,,Oberbayern
c_oberbayern,c_oberbayern,,
c_oberbayern,c_oberbayern_adj,,Oberbayerian
b_munchen,b_munchen,,München
b_munchen,b_munchen_adj,,
b_dachau,b_dachau,,Dachau
b_dachau,b_dachau_adj,,
b_freising,b_freising,,Freising
b_freising,b_freising_adj,,
b_freising,name_tier,,count
b_andechs,b_andechs,,Andechs
b_andechs,b_andechs_adj,,
b_diessen,b_diessen,,Diessen
b_diessen,b_diessen_adj,,
b_dingolfing,b_dingolfing,,Dingolfing
b_dingolfing,b_dingolfing_adj,,
d_salzburg,d_salzburg,,Salzburg
