#,T,I,T,L,E
K,E,Y
V,A,L,U,E
S,W,M,H
c_arta,PROV473,,Nikopolis
c_arta,c_arta,,
c_arta,c_arta_adj,,Artan
c_arta,central_italian,,Arta
c_arta,c_arta_adj_central_italian,,Artan
c_arta,corsican,,Arta
c_arta,c_arta_adj_corsican,,Artan
c_arta,dalmatian,,Arta
c_arta,c_arta_adj_dalmatian,,Artan
c_arta,frankish,,Arthe
c_arta,c_arta_adj_frankish,,Arthean
c_arta,c_arta_adj_greek,,Artan
c_arta,italian,,Arta
c_arta,c_arta_adj_italian,,Artan
c_arta,ligurian,,Arta
c_arta,c_arta_adj_ligurian,,Artan
c_arta,neapolitan,,Arta
c_arta,c_arta_adj_neapolitan,,Artan
c_arta,norman,,Arthe
c_arta,c_arta_adj_norman,,Arthean
c_arta,oghuz,,Narda
c_arta,c_arta_adj_oghuz,,Nardan
c_arta,pecheneg,,Narda
c_arta,sardinian,,Arta
c_arta,c_arta_adj_sardinian,,Artan
c_arta,sicilian,,Arta
c_arta,c_arta_adj_sicilian,,Artan
c_arta,southern_italian,,Arta
c_arta,c_arta_adj_southern_italian,,Artan
c_arta,turkish,,Narda
c_arta,c_arta_adj_turkish,,Nardan
c_arta,turkmen,,Narda
c_arta,c_arta_adj_turkmen,,Nardan
c_arta,tuscan,,Arta
c_arta,c_arta_adj_tuscan,,Artan
c_arta,venetian,,Arta
c_arta,c_arta_adj_venetian,,Artan
b_angelokastron,b_angelokastron,,Angelokastron
b_angelokastron,b_angelokastron_adj,,
b_angelokastron,central_italian,,Gello-Castro
b_angelokastron,corsican,,Gello-Castro
b_angelokastron,dalmatian,,Gello-Castro
b_angelokastron,frankish,,Gello-Castro
b_angelokastron,italian,,Gello-Castro
b_angelokastron,ligurian,,Gello-Castro
b_angelokastron,neapolitan,,Gello-Castro
b_angelokastron,norman,,Gello-Castro
b_angelokastron,oghuz,,Engili Kasri
b_angelokastron,pecheneg,,Engili Kasri
b_angelokastron,sardinian,,Gello-Castro
b_angelokastron,sicilian,,Gello-Castro
b_angelokastron,southern_italian,,Gello-Castro
b_angelokastron,turkish,,Engili Kasri
b_angelokastron,turkmen,,Engili Kasri
b_angelokastron,tuscan,,Gello-Castro
b_angelokastron,venetian,,Gello-Castro
b_preveza,b_preveza,,Nikopolis
b_preveza,b_preveza_adj,,
b_preveza,central_italian,,Preveza
b_preveza,corsican,,Preveza
b_preveza,dalmatian,,Preveza
b_preveza,frankish,,Prevesse
b_preveza,italian,,Preveza
b_preveza,ligurian,,Preveza
b_preveza,neapolitan,,Preveza
b_preveza,norman,,Prevesse
b_preveza,oghuz,,Preveze
b_preveza,pecheneg,,Preveze
b_preveza,sardinian,,Preveza
b_preveza,sicilian,,Preveza
b_preveza,southern_italian,,Preveza
b_preveza,turkish,,Preveze
b_preveza,turkmen,,Preveze
b_preveza,tuscan,,Preveza
b_preveza,venetian,,Preveza
b_arta,b_arta,,Arta
b_arta,b_arta_adj,,
b_arta,central_italian,,Arta
b_arta,corsican,,Arta
b_arta,dalmatian,,Arta
b_arta,frankish,,Arthe
b_arta,italian,,Arta
b_arta,ligurian,,Arta
b_arta,neapolitan,,Arta
b_arta,norman,,Arthe
b_arta,oghuz,,Narda
b_arta,pecheneg,,Narda
b_arta,sardinian,,Arta
b_arta,sicilian,,Arta
b_arta,southern_italian,,Arta
b_arta,turkish,,Narda
b_arta,turkmen,,Narda
b_arta,tuscan,,Arta
b_arta,venetian,,Arta
b_rogoi,b_rogoi,,Rogoi
b_rogoi,b_rogoi_adj,,
b_rogoi,central_italian,,Rogo
b_rogoi,corsican,,Rogo
b_rogoi,dalmatian,,Rogo
b_rogoi,italian,,Rogo
b_rogoi,ligurian,,Rogo
b_rogoi,neapolitan,,Rogo
b_rogoi,sardinian,,Rogo
b_rogoi,sicilian,,Rogo
b_rogoi,southern_italian,,Rogo
b_rogoi,tuscan,,Rogo
b_rogoi,venetian,,Rogo
b_vonitsza,b_vonitsza,,Bonditza
b_vonitsza,b_vonitsza_adj,,
b_vonitsza,central_italian,,Vonizza
b_vonitsza,corsican,,Vonizza
b_vonitsza,dalmatian,,Vonizza
b_vonitsza,frankish,,Bondice
b_vonitsza,italian,,Vonizza
b_vonitsza,ligurian,,Vonizza
b_vonitsza,neapolitan,,Vonizza
b_vonitsza,norman,,Bondice
b_vonitsza,oghuz,,Voniçe
b_vonitsza,pecheneg,,Voniçe
b_vonitsza,sardinian,,Vonizza
b_vonitsza,sicilian,,Vonizza
b_vonitsza,southern_italian,,Vonizza
b_vonitsza,turkish,,Voniçe
b_vonitsza,turkmen,,Voniçe
b_vonitsza,tuscan,,Vonizza
b_vonitsza,venetian,,Vonizza
d_cephalonia,d_cephalonia,,Kephallenias
d_cephalonia,d_cephalonia_adj,,Kephalenian
d_cephalonia,central_italian,,Cefalonia
d_cephalonia,corsican,,Cefalonia
d_cephalonia,dalmatian,,Cefalonia
d_cephalonia,frankish,,Céphalonie
d_cephalonia,italian,,Cefalonia
d_cephalonia,ligurian,,Cefalonia
d_cephalonia,neapolitan,,Cefalonia
d_cephalonia,norman,,Céphalonie
d_cephalonia,oghuz,,Yedi Adalar
d_cephalonia,d_cephalonia_adj_oghuz,,Yedi Adalaran
d_cephalonia,pecheneg,,Yedi Adalar
d_cephalonia,sardinian,,Cefalonia
d_cephalonia,sicilian,,Cefalonia
d_cephalonia,southern_italian,,Cefalonia
d_cephalonia,turkish,,Yedi Adalar
d_cephalonia,d_cephalonia_adj_turkish,,Yedi Adalaran
d_cephalonia,turkmen,,Yedi Adalar
d_cephalonia,d_cephalonia_adj_turkmen,,Yedi Adalaran
d_cephalonia,tuscan,,Cefalonia
d_cephalonia,venetian,,Cefalonia
c_cephalonia,PROV474,,Kephallenia
c_cephalonia,c_cephalonia,,
c_cephalonia,c_cephalonia_adj,,Phaeacians
c_cephalonia,central_italian,,Cefalonia
c_cephalonia,c_cephalonia_adj_central_italian,,Cephalonian
c_cephalonia,corsican,,Cefalonia
c_cephalonia,c_cephalonia_adj_corsican,,Cephalonian
c_cephalonia,dalmatian,,Cefalonia
c_cephalonia,c_cephalonia_adj_dalmatian,,Cephalonian
c_cephalonia,frankish,,Céphalonie
c_cephalonia,c_cephalonia_adj_frankish,,Cephalonian
c_cephalonia,c_cephalonia_adj_greek,,Cephalonian
c_cephalonia,italian,,Cefalonia
c_cephalonia,c_cephalonia_adj_italian,,Cephalonian
c_cephalonia,ligurian,,Cefalonia
c_cephalonia,c_cephalonia_adj_ligurian,,Cephalonian
c_cephalonia,neapolitan,,Cefalonia
c_cephalonia,c_cephalonia_adj_neapolitan,,Cephalonian
c_cephalonia,norman,,Céphalonie
c_cephalonia,c_cephalonia_adj_norman,,Cephalonian
c_cephalonia,oghuz,,Kefalonya
c_cephalonia,c_cephalonia_adj_oghuz,,Kefalonyan
c_cephalonia,pecheneg,,Kefalonya
c_cephalonia,sardinian,,Cefalonia
c_cephalonia,c_cephalonia_adj_sardinian,,Cephalonian
c_cephalonia,sicilian,,Cefalonia
c_cephalonia,c_cephalonia_adj_sicilian,,Cephalonian
c_cephalonia,southern_italian,,Cefalonia
c_cephalonia,c_cephalonia_adj_southern_italian,,Cephalonian
c_cephalonia,turkish,,Kefalonya
c_cephalonia,c_cephalonia_adj_turkish,,Kefalonyan
c_cephalonia,turkmen,,Kefalonya
c_cephalonia,c_cephalonia_adj_turkmen,,Kefalonyan
c_cephalonia,tuscan,,Cefalonia
c_cephalonia,c_cephalonia_adj_tuscan,,Cephalonian
c_cephalonia,venetian,,Cefalonia
c_cephalonia,c_cephalonia_adj_venetian,,Cephalonian
b_kefalonia,b_kefalonia,,Sami
b_kefalonia,b_kefalonia_adj,,
b_kefalonia,central_italian,,Cefalonia
b_kefalonia,corsican,,Cefalonia
b_kefalonia,dalmatian,,Cefalonia
b_kefalonia,frankish,,Céphalonie
b_kefalonia,italian,,Cefalonia
b_kefalonia,ligurian,,Cefalonia
b_kefalonia,neapolitan,,Cefalonia
b_kefalonia,norman,,Céphalonie
b_kefalonia,oghuz,,Kefalonya
b_kefalonia,pecheneg,,Kefalonya
b_kefalonia,sardinian,,Cefalonia
b_kefalonia,sicilian,,Cefalonia
b_kefalonia,southern_italian,,Cefalonia
b_kefalonia,turkish,,Kefalonya
b_kefalonia,turkmen,,Kefalonya
b_kefalonia,tuscan,,Cefalonia
b_kefalonia,venetian,,Cefalonia
b_lefkas,b_lefkas,,Agía Mavra
b_lefkas,b_lefkas_adj,,
b_lefkas,central_italian,,Santa Maura
b_lefkas,corsican,,Santa Maura
b_lefkas,dalmatian,,Santa Maura
b_lefkas,frankish,,Leucade
b_lefkas,italian,,Santa Maura
b_lefkas,ligurian,,Santa Maura
b_lefkas,neapolitan,,Santa Maura
b_lefkas,norman,,Leucade
b_lefkas,oghuz,,Ayamavra
b_lefkas,pecheneg,,Ayamavra
b_lefkas,sardinian,,Santa Maura
b_lefkas,sicilian,,Santa Maura
b_lefkas,southern_italian,,Santa Maura
b_lefkas,turkish,,Ayamavra
b_lefkas,turkmen,,Ayamavra
b_lefkas,tuscan,,Santa Maura
b_lefkas,venetian,,Santa Maura
b_agiosgeorgios,b_agiosgeorgios,,Agios Georgios
b_agiosgeorgios,b_agiosgeorgios_adj,,
b_agiosgeorgios,central_italian,,San Giorgio
b_agiosgeorgios,corsican,,San Giorgio
b_agiosgeorgios,dalmatian,,San Giorgio
b_agiosgeorgios,frankish,,Saint-Georges
b_agiosgeorgios,italian,,San Giorgio
b_agiosgeorgios,ligurian,,San Giorgio
b_agiosgeorgios,neapolitan,,San Giorgio
b_agiosgeorgios,norman,,Saint-Georges
b_agiosgeorgios,sardinian,,San Giorgio
b_agiosgeorgios,sicilian,,San Giorgio
b_agiosgeorgios,southern_italian,,San Giorgio
b_agiosgeorgios,tuscan,,San Giorgio
b_agiosgeorgios,venetian,,San Giorgio
c_corfu,PROV1014,,Kérkyra
c_corfu,c_corfu,,
c_corfu,c_corfu_adj,,Kerkyran
c_corfu,central_italian,,Corfú
c_corfu,c_corfu_adj_central_italian,,Corfúan
c_corfu,corsican,,Corfú
c_corfu,c_corfu_adj_corsican,,Corfúan
c_corfu,croatian,,Krf
c_corfu,dalmatian,,Corfú
c_corfu,c_corfu_adj_dalmatian,,Corfúan
c_corfu,frankish,,Corfu
c_corfu,c_corfu_adj_frankish,,Corfuan
c_corfu,italian,,Corfú
c_corfu,c_corfu_adj_italian,,Corfúan
c_corfu,ligurian,,Corfú
c_corfu,c_corfu_adj_ligurian,,Corfúan
c_corfu,neapolitan,,Corfú
c_corfu,c_corfu_adj_neapolitan,,Corfúan
c_corfu,norman,,Corfu
c_corfu,c_corfu_adj_norman,,Corfuan
c_corfu,oghuz,,Körfuz
c_corfu,c_corfu_adj_oghuz,,Körfuan
c_corfu,pecheneg,,Körfuz
c_corfu,sardinian,,Corfú
c_corfu,c_corfu_adj_sardinian,,Corfúan
c_corfu,serbian,,Krf
c_corfu,sicilian,,Corfú
c_corfu,c_corfu_adj_sicilian,,Corfúan
c_corfu,southern_italian,,Corfú
c_corfu,c_corfu_adj_southern_italian,,Corfúan
c_corfu,turkish,,Körfuz
c_corfu,c_corfu_adj_turkish,,Körfuan
c_corfu,turkmen,,Körfuz
c_corfu,c_corfu_adj_turkmen,,Körfuan
c_corfu,tuscan,,Corfú
c_corfu,c_corfu_adj_tuscan,,Corfúan
c_corfu,venetian,,Corfú
c_corfu,c_corfu_adj_venetian,,Corfúan
b_palaiofrourio,b_palaiofrourio,,Palaio Frourio
b_palaiofrourio,b_palaiofrourio_adj,,
b_palaiofrourio,central_italian,,Fortezza Vecchia
b_palaiofrourio,corsican,,Fortezza Vecchia
b_palaiofrourio,dalmatian,,Fortezza Vecchia
b_palaiofrourio,italian,,Fortezza Vecchia
b_palaiofrourio,ligurian,,Fortezza Vecchia
b_palaiofrourio,neapolitan,,Fortezza Vecchia
b_palaiofrourio,sardinian,,Fortezza Vecchia
b_palaiofrourio,sicilian,,Fortezza Vecchia
b_palaiofrourio,southern_italian,,Fortezza Vecchia
b_palaiofrourio,tuscan,,Fortezza Vecchia
b_palaiofrourio,venetian,,Fortezza Vecchia
b_corfu,b_corfu,,Kérkyra
b_corfu,b_corfu_adj,,
b_corfu,central_italian,,Corfú
b_corfu,corsican,,Corfú
b_corfu,dalmatian,,Corfú
b_corfu,frankish,,Corfu
b_corfu,italian,,Corfú
b_corfu,ligurian,,Corfú
b_corfu,neapolitan,,Corfú
b_corfu,norman,,Corfu
b_corfu,oghuz,,Körfuz
b_corfu,pecheneg,,Körfuz
b_corfu,sardinian,,Corfú
b_corfu,sicilian,,Corfú
b_corfu,southern_italian,,Corfú
b_corfu,turkish,,Körfuz
b_corfu,turkmen,,Körfuz
b_corfu,tuscan,,Corfú
b_corfu,venetian,,Corfú
b_kassiopi,b_kassiopi,,Kassiopi
b_kassiopi,b_kassiopi_adj,,
b_kassiopi,central_italian,,Cassiopi
b_kassiopi,corsican,,Cassiopi
b_kassiopi,dalmatian,,Cassiopi
b_kassiopi,italian,,Cassiopi
b_kassiopi,ligurian,,Cassiopi
b_kassiopi,neapolitan,,Cassiopi
b_kassiopi,sardinian,,Cassiopi
b_kassiopi,sicilian,,Cassiopi
b_kassiopi,southern_italian,,Cassiopi
b_kassiopi,tuscan,,Cassiopi
b_kassiopi,venetian,,Cassiopi
b_angelokastro,b_angelokastro,,Angelokastro
b_angelokastro,b_angelokastro_adj,,
b_angelokastro,central_italian,,Castel Sant'Angelo
b_angelokastro,corsican,,Castel Sant'Angelo
b_angelokastro,dalmatian,,Castel Sant'Angelo
b_angelokastro,italian,,Castel Sant'Angelo
b_angelokastro,ligurian,,Castel Sant'Angelo
b_angelokastro,neapolitan,,Castel Sant'Angelo
b_angelokastro,sardinian,,Castel Sant'Angelo
b_angelokastro,sicilian,,Castel Sant'Angelo
b_angelokastro,southern_italian,,Castel Sant'Angelo
b_angelokastro,tuscan,,Castel Sant'Angelo
b_angelokastro,venetian,,Castel Sant'Angelo
k_achaea,k_achaea,,Moréos
k_achaea,k_achaea_adj,,Morean
k_achaea,central_italian,,Achaia
k_achaea,k_achaea_adj_central_italian,,Achaian
k_achaea,corsican,,Achaia
k_achaea,k_achaea_adj_corsican,,Achaian
k_achaea,dalmatian,,Achaia
k_achaea,k_achaea_adj_dalmatian,,Achaian
k_achaea,frankish,,Achaïe
k_achaea,k_achaea_adj_frankish,,Achaïan
k_achaea,italian,,Achaia
k_achaea,k_achaea_adj_italian,,Achaian
k_achaea,ligurian,,Achaia
k_achaea,k_achaea_adj_ligurian,,Achaian
k_achaea,neapolitan,,Achaia
k_achaea,k_achaea_adj_neapolitan,,Achaian
k_achaea,norman,,Achaïe
k_achaea,k_achaea_adj_norman,,Achaïan
k_achaea,sardinian,,Achaia
k_achaea,k_achaea_adj_sardinian,,Achaian
k_achaea,sicilian,,Achaia
k_achaea,k_achaea_adj_sicilian,,Achaian
k_achaea,southern_italian,,Achaia
k_achaea,k_achaea_adj_southern_italian,,Achaian
k_achaea,tuscan,,Achaia
k_achaea,k_achaea_adj_tuscan,,Achaian
k_achaea,venetian,,Achaia
k_achaea,k_achaea_adj_venetian,,Achaian
k_achaea,title,,PRINCE
k_achaea,title_female,,PRINCE_female
d_athens,d_athens,,Helládos
d_athens,d_athens_adj,,Helládic
d_athens,catalan,,Atenes
d_athens,central_italian,,Atene
d_athens,d_athens_adj_central_italian,,Atenan
d_athens,corsican,,Atene
d_athens,d_athens_adj_corsican,,Atenan
d_athens,dalmatian,,Atene
d_athens,d_athens_adj_dalmatian,,Atenan
d_athens,frankish,,Athènes
d_athens,d_athens_adj_frankish,,Athènan
d_athens,italian,,Atene
d_athens,d_athens_adj_italian,,Atenan
d_athens,ligurian,,Atene
d_athens,d_athens_adj_ligurian,,Atenan
d_athens,neapolitan,,Atene
d_athens,d_athens_adj_neapolitan,,Atenan
d_athens,norman,,Athènes
d_athens,d_athens_adj_norman,,Athènan
d_athens,oghuz,,Atina
d_athens,d_athens_adj_oghuz,,Atinan
d_athens,pecheneg,,Atina
d_athens,sardinian,,Atene
d_athens,d_athens_adj_sardinian,,Atenan
d_athens,sicilian,,Atene
d_athens,d_athens_adj_sicilian,,Atenan
d_athens,southern_italian,,Atene
d_athens,d_athens_adj_southern_italian,,Atenan
d_athens,turkish,,Atina
d_athens,d_athens_adj_turkish,,Atinan
d_athens,turkmen,,Atina
d_athens,d_athens_adj_turkmen,,Atinan
d_athens,tuscan,,Atene
d_athens,d_athens_adj_tuscan,,Atenan
d_athens,venetian,,Atene
d_athens,d_athens_adj_venetian,,Atenan
c_thebai,PROV788,,Boiotía
c_thebai,c_thebai,,
c_thebai,c_thebai_adj,,Theban
c_thebai,catalan,,Stivas
c_thebai,central_italian,,Stivas
c_thebai,c_thebai_adj_central_italian,,Stivan
c_thebai,corsican,,Stivas
c_thebai,c_thebai_adj_corsican,,Stivan
c_thebai,dalmatian,,Stivas
c_thebai,c_thebai_adj_dalmatian,,Stivan
c_thebai,frankish,,Estives
c_thebai,c_thebai_adj_frankish,,Estivan
c_thebai,c_thebai_adj_greek,,Boiotían
c_thebai,italian,,Stivas
c_thebai,c_thebai_adj_italian,,Stivan
c_thebai,ligurian,,Stivas
c_thebai,c_thebai_adj_ligurian,,Stivan
c_thebai,neapolitan,,Stivas
c_thebai,c_thebai_adj_neapolitan,,Stivan
c_thebai,norman,,Estives
c_thebai,c_thebai_adj_norman,,Estivan
c_thebai,oghuz,,Istife
c_thebai,c_thebai_adj_oghuz,,Istifan
c_thebai,pecheneg,,Istife
c_thebai,c_thebai_adj_pecheneg,,Istifan
c_thebai,sardinian,,Stivas
c_thebai,c_thebai_adj_sardinian,,Stivan
c_thebai,sicilian,,Stivas
c_thebai,c_thebai_adj_sicilian,,Stivan
c_thebai,southern_italian,,Stivas
c_thebai,c_thebai_adj_southern_italian,,Stivan
c_thebai,turkish,,Istife
c_thebai,c_thebai_adj_turkish,,Istifan
c_thebai,turkmen,,Istife
c_thebai,c_thebai_adj_turkmen,,Istifan
c_thebai,tuscan,,Stivas
c_thebai,c_thebai_adj_tuscan,,Stivan
c_thebai,venetian,,Stivas
c_thebai,c_thebai_adj_venetian,,Stivan
b_thebes,b_thebes,,Thebai
b_thebes,b_thebes_adj,,
b_thebes,catalan,,Stivas
b_thebes,central_italian,,Stivas
b_thebes,corsican,,Stivas
b_thebes,dalmatian,,Stivas
b_thebes,frankish,,Estives
b_thebes,italian,,Stivas
b_thebes,ligurian,,Stivas
b_thebes,neapolitan,,Stivas
b_thebes,norman,,Estives
b_thebes,oghuz,,Istife
b_thebes,pecheneg,,Istife
b_thebes,sardinian,,Stivas
b_thebes,sicilian,,Stivas
b_thebes,southern_italian,,Stivas
b_thebes,turkish,,Istife
b_thebes,turkmen,,Istife
b_thebes,tuscan,,Stivas
b_thebes,venetian,,Stivas
b_amfissa,b_amfissa,,Salona
b_amfissa,b_amfissa_adj,,
b_amfissa,central_italian,,La Sola
b_amfissa,corsican,,La Sola
b_amfissa,dalmatian,,La Sola
b_amfissa,frankish,,La Sole
b_amfissa,italian,,La Sola
b_amfissa,ligurian,,La Sola
b_amfissa,neapolitan,,La Sola
b_amfissa,norman,,La Sole
b_amfissa,oghuz,,Saline
b_amfissa,pecheneg,,Saline
b_amfissa,sardinian,,La Sola
b_amfissa,sicilian,,La Sola
b_amfissa,southern_italian,,La Sola
b_amfissa,turkish,,Saline
b_amfissa,turkmen,,Saline
b_amfissa,tuscan,,La Sola
b_amfissa,venetian,,La Sola
b_levadia,b_levadia,,Livadeia
b_levadia,b_levadia_adj,,
b_levadia,central_italian,,La Vádia
b_levadia,corsican,,La Vádia
b_levadia,dalmatian,,La Vádia
b_levadia,frankish,,Lavèdia
b_levadia,italian,,La Vádia
b_levadia,ligurian,,La Vádia
b_levadia,neapolitan,,La Vádia
b_levadia,norman,,Lavèdia
b_levadia,oghuz,,Livadya
b_levadia,pecheneg,,Livadya
b_levadia,sardinian,,La Vádia
b_levadia,sicilian,,La Vádia
b_levadia,southern_italian,,La Vádia
b_levadia,turkish,,Livadya
b_levadia,turkmen,,Livadya
b_levadia,tuscan,,La Vádia
b_levadia,venetian,,La Vádia
b_boudounitza,b_boudounitza,,Bodonitza
b_boudounitza,b_boudounitza_adj,,
b_boudounitza,central_italian,,Bondonize
b_boudounitza,corsican,,Bondonize
b_boudounitza,dalmatian,,Bondonize
b_boudounitza,frankish,,Bondonice
b_boudounitza,italian,,Bondonize
b_boudounitza,ligurian,,Bondonize
b_boudounitza,neapolitan,,Bondonize
b_boudounitza,norman,,Bondonice
b_boudounitza,oghuz,,Modonic
b_boudounitza,pecheneg,,Modonic
b_boudounitza,sardinian,,Bondonize
b_boudounitza,sicilian,,Bondonize
b_boudounitza,southern_italian,,Bondonize
b_boudounitza,turkish,,Modonic
b_boudounitza,turkmen,,Modonic
b_boudounitza,tuscan,,Bondonize
b_boudounitza,venetian,,Bondonize
c_euboia,PROV485,,Euripos
c_euboia,c_euboia,,
c_euboia,c_euboia_adj,,Euboian
c_euboia,catalan,,Nigrepont
c_euboia,c_euboia_adj_catalan,,Nigrepontian
c_euboia,central_italian,,Negroponte
c_euboia,c_euboia_adj_central_italian,,Negropontian
c_euboia,corsican,,Negroponte
c_euboia,c_euboia_adj_corsican,,Negropontian
c_euboia,croatian,,Eubeja
c_euboia,dalmatian,,Negroponte
c_euboia,c_euboia_adj_dalmatian,,Negropontian
c_euboia,frankish,,Négrepont
c_euboia,c_euboia_adj_frankish,,Negrepontian
c_euboia,c_euboia_adj_greek,,Euriposian
c_euboia,italian,,Negroponte
c_euboia,c_euboia_adj_italian,,Negropontian
c_euboia,ligurian,,Negroponte
c_euboia,c_euboia_adj_ligurian,,Negropontian
c_euboia,neapolitan,,Negroponte
c_euboia,c_euboia_adj_neapolitan,,Negropontian
c_euboia,norman,,Négrepont
c_euboia,c_euboia_adj_norman,,Negrepontian
c_euboia,oghuz,,Egriboz
c_euboia,c_euboia_adj_oghuz,,Egribozian
c_euboia,pecheneg,,Egriboz
c_euboia,c_euboia_adj_pecheneg,,Egribozian
c_euboia,sardinian,,Negroponte
c_euboia,c_euboia_adj_sardinian,,Negropontian
c_euboia,serbian,,Eubeja
c_euboia,sicilian,,Negroponte
c_euboia,c_euboia_adj_sicilian,,Negropontian
c_euboia,southern_italian,,Negroponte
c_euboia,c_euboia_adj_southern_italian,,Negropontian
c_euboia,turkish,,Egriboz
c_euboia,c_euboia_adj_turkish,,Egribozian
c_euboia,turkmen,,Egriboz
c_euboia,c_euboia_adj_turkmen,,Egribozian
c_euboia,tuscan,,Negroponte
c_euboia,c_euboia_adj_tuscan,,Negropontian
c_euboia,venetian,,Negroponte
c_euboia,c_euboia_adj_venetian,,Negropontian
b_chalkis,b_chalkis,,Euripos
b_chalkis,b_chalkis_adj,,
b_chalkis,catalan,,Nigrepont
b_chalkis,central_italian,,Negroponte
b_chalkis,corsican,,Negroponte
b_chalkis,dalmatian,,Negroponte
b_chalkis,frankish,,Négrepont
b_chalkis,italian,,Negroponte
b_chalkis,ligurian,,Negroponte
b_chalkis,neapolitan,,Negroponte
b_chalkis,norman,,Négrepont
b_chalkis,oghuz,,Egriboz
b_chalkis,pecheneg,,Egriboz
b_chalkis,sardinian,,Negroponte
b_chalkis,sicilian,,Negroponte
b_chalkis,southern_italian,,Negroponte
b_chalkis,turkish,,Egriboz
b_chalkis,turkmen,,Egriboz
b_chalkis,tuscan,,Negroponte
b_chalkis,venetian,,Negroponte
b_karystos,b_karystos,,Karystos
b_karystos,b_karystos_adj,,
b_karystos,central_italian,,Castel Rosso
b_karystos,corsican,,Castel Rosso
b_karystos,dalmatian,,Castel Rosso
b_karystos,frankish,,Caristho
b_karystos,italian,,Castel Rosso
b_karystos,ligurian,,Castel Rosso
b_karystos,neapolitan,,Castel Rosso
b_karystos,norman,,Caristho
b_karystos,oghuz,,Kizil Hisar
b_karystos,pecheneg,,Kizil Hisar
b_karystos,sardinian,,Castel Rosso
b_karystos,sicilian,,Castel Rosso
b_karystos,southern_italian,,Castel Rosso
b_karystos,turkish,,Kizil Hisar
b_karystos,turkmen,,Kizil Hisar
b_karystos,tuscan,,Castel Rosso
b_karystos,venetian,,Castel Rosso
b_oreoi,b_oreoi,,Oreos
b_oreoi,b_oreoi_adj,,
b_oreoi,central_italian,,Castel del Rio
b_oreoi,corsican,,Castel del Rio
b_oreoi,dalmatian,,Castel del Rio
b_oreoi,frankish,,Castel del Rio
b_oreoi,italian,,Castel del Rio
b_oreoi,ligurian,,Castel del Rio
b_oreoi,neapolitan,,Castel del Rio
b_oreoi,norman,,Castel del Rio
b_oreoi,oghuz,,Oderbos
b_oreoi,pecheneg,,Oderbos
b_oreoi,sardinian,,Castel del Rio
b_oreoi,sicilian,,Castel del Rio
b_oreoi,southern_italian,,Castel del Rio
b_oreoi,turkish,,Oderbos
b_oreoi,turkmen,,Oderbos
b_oreoi,tuscan,,Castel del Rio
b_oreoi,venetian,,Castel del Rio
c_atheniai,PROV482,,Attika
c_atheniai,c_atheniai,,
c_atheniai,c_atheniai_adj,,Athenian
c_atheniai,catalan,,Atenes
c_atheniai,central_italian,,Atene
c_atheniai,c_atheniai_adj_central_italian,,Atenian
c_atheniai,corsican,,Atene
c_atheniai,c_atheniai_adj_corsican,,Atenian
c_atheniai,dalmatian,,Atene
c_atheniai,c_atheniai_adj_dalmatian,,Atenian
c_atheniai,frankish,,Athènes
c_atheniai,c_atheniai_adj_frankish,,Athènian
c_atheniai,italian,,Atene
c_atheniai,c_atheniai_adj_italian,,Atenian
c_atheniai,ligurian,,Atene
c_atheniai,c_atheniai_adj_ligurian,,Atenian
c_atheniai,neapolitan,,Atene
c_atheniai,c_atheniai_adj_neapolitan,,Atenian
c_atheniai,norman,,Athènes
c_atheniai,c_atheniai_adj_norman,,Athènian
c_atheniai,oghuz,,Atina
c_atheniai,c_atheniai_adj_oghuz,,Atinian
c_atheniai,pecheneg,,Atina
c_atheniai,sardinian,,Atene
c_atheniai,c_atheniai_adj_sardinian,,Atenian
c_atheniai,sicilian,,Atene
c_atheniai,c_atheniai_adj_sicilian,,Atenian
c_atheniai,southern_italian,,Atene
c_atheniai,c_atheniai_adj_southern_italian,,Atenian
c_atheniai,turkish,,Atina
c_atheniai,c_atheniai_adj_turkish,,Atinian
c_atheniai,turkmen,,Atina
c_atheniai,c_atheniai_adj_turkmen,,Atinian
c_atheniai,tuscan,,Atene
c_atheniai,c_atheniai_adj_tuscan,,Atenian
c_atheniai,venetian,,Atene
c_atheniai,c_atheniai_adj_venetian,,Atenian
b_athens,b_athens,,Athenai
b_athens,b_athens_adj,,
b_athens,catalan,,Atenes
b_athens,central_italian,,Atene
b_athens,corsican,,Atene
b_athens,dalmatian,,Atene
b_athens,frankish,,Athènes
b_athens,italian,,Atene
b_athens,ligurian,,Atene
b_athens,neapolitan,,Atene
b_athens,norman,,Athènes
b_athens,oghuz,,Atina
b_athens,pecheneg,,Atina
b_athens,sardinian,,Atene
b_athens,sicilian,,Atene
b_athens,southern_italian,,Atene
b_athens,turkish,,Atina
b_athens,turkmen,,Atina
b_athens,tuscan,,Atene
b_athens,venetian,,Atene
b_megara,b_megara,,Megara
b_megara,b_megara_adj,,
b_megara,central_italian,,Megra
b_megara,corsican,,Megra
b_megara,dalmatian,,Megra
b_megara,frankish,,Maigre
b_megara,italian,,Megra
b_megara,ligurian,,Megra
b_megara,neapolitan,,Megra
b_megara,norman,,Maigre
b_megara,sardinian,,Megra
b_megara,sicilian,,Megra
b_megara,southern_italian,,Megra
b_megara,tuscan,,Megra
b_megara,venetian,,Megra
b_oropos,b_oropos,,Oropos
b_oropos,b_oropos_adj,,
b_oropos,central_italian,,Ripo
b_oropos,corsican,,Ripo
