#TITLE,KEY,VALUE,SWMH
d_aegean_islands,d_aegean_islands,,Aigaiou Pelàgous
b_nikomedeia,bedouin_arabic,,Niqmûdiyah
b_nikomedeia,central_italian,,Nicomedia
b_nikomedeia,corsican,,Nicomedia
b_nikomedeia,dalmatian,,Nicomedia
b_nikomedeia,egyptian_arabic,,Niqmûdiyah
b_nikomedeia,frankish,,Nicomédie
b_nikomedeia,italian,,Nicomedia
b_nikomedeia,levantine_arabic,,Niqmûdiyah
b_nikomedeia,ligurian,,Nicomedia
b_nikomedeia,maghreb_arabic,,Niqmûdiyah
b_nikomedeia,neapolitan,,Nicomedia
b_nikomedeia,norman,,Nicomédie
b_nikomedeia,oghuz,,Iznikmid
b_nikomedeia,sardinian,,Nicomedia
b_nikomedeia,sicilian,,Nicomedia
b_nikomedeia,southern_italian,,Nicomedia
b_nikomedeia,turkish,,Iznikmid
b_nikomedeia,turkmen,,Iznikmid
b_nikomedeia,tuscan,,Nicomedia
b_nikomedeia,venetian,,Nicomedia
b_praenetos,b_praenetos,,Prainetos
b_praenetos,b_praenetos_adj,,
b_praenetos,oghuz,,Karamürsel
b_praenetos,turkish,,Karamürsel
b_praenetos,turkmen,,Karamürsel
b_daphnousia,b_daphnousia,,Daphnousia
b_daphnousia,b_daphnousia_adj,,
b_daphnousia,frankish,,Daphnusie
b_daphnousia,norman,,Daphnusie
b_daphnousia,oghuz,,Kandira
b_daphnousia,turkish,,Kandira
b_daphnousia,turkmen,,Kandira
b_kibotos,b_kibotos,,Kibotos
b_kibotos,b_kibotos_adj,,
b_kibotos,oghuz,,Hersek
b_kibotos,turkish,,Hersek
b_kibotos,turkmen,,Hersek
b_tarsia,b_tarsia,,Tarsia
b_tarsia,b_tarsia_adj,,
b_tarsia,oghuz,,Adapazari
b_tarsia,turkish,,Adapazari
b_tarsia,turkmen,,Adapazari
c_chrysopolis,PROV1259,,Skoutarion
c_chrysopolis,c_chrysopolis,,
c_chrysopolis,c_chrysopolis_adj,,Skoutarian
c_chrysopolis,central_italian,,Crisopoli
c_chrysopolis,c_chrysopolis_adj_central_italian,,Crisopolitan
c_chrysopolis,corsican,,Crisopoli
c_chrysopolis,c_chrysopolis_adj_corsican,,Crisopolitan
c_chrysopolis,dalmatian,,Crisopoli
c_chrysopolis,c_chrysopolis_adj_dalmatian,,Crisopolitan
c_chrysopolis,frankish,,Chrysopolis
c_chrysopolis,c_chrysopolis_adj_frankish,,Chrysopolitan
c_chrysopolis,italian,,Crisopoli
c_chrysopolis,c_chrysopolis_adj_italian,,Crisopolitan
c_chrysopolis,ligurian,,Crisopoli
c_chrysopolis,c_chrysopolis_adj_ligurian,,Crisopolitan
c_chrysopolis,neapolitan,,Crisopoli
c_chrysopolis,c_chrysopolis_adj_neapolitan,,Crisopolitan
c_chrysopolis,norman,,Chrysopolis
c_chrysopolis,c_chrysopolis_adj_norman,,Chrysopolitan
c_chrysopolis,oghuz,,Üsküdar
c_chrysopolis,c_chrysopolis_adj_oghuz,,Üsküdarian
c_chrysopolis,sardinian,,Crisopoli
c_chrysopolis,c_chrysopolis_adj_sardinian,,Crisopolitan
c_chrysopolis,sicilian,,Crisopoli
c_chrysopolis,c_chrysopolis_adj_sicilian,,Crisopolitan
c_chrysopolis,southern_italian,,Crisopoli
c_chrysopolis,c_chrysopolis_adj_southern_italian,,Crisopolitan
c_chrysopolis,turkish,,Üsküdar
c_chrysopolis,c_chrysopolis_adj_turkish,,Üsküdarian
c_chrysopolis,turkmen,,Üsküdar
c_chrysopolis,c_chrysopolis_adj_turkmen,,Üsküdarian
c_chrysopolis,tuscan,,Crisopoli
c_chrysopolis,c_chrysopolis_adj_tuscan,,Crisopolitan
c_chrysopolis,venetian,,Crisopoli
c_chrysopolis,c_chrysopolis_adj_venetian,,Crisopolitan
b_chrysopolis,b_chrysopolis,,Chrysopolis
b_chrysopolis,b_chrysopolis_adj,,
b_chrysopolis,central_italian,,Crisopoli
b_chrysopolis,corsican,,Crisopoli
b_chrysopolis,dalmatian,,Crisopoli
b_chrysopolis,frankish,,Chrysopolis
b_chrysopolis,italian,,Crisopoli
b_chrysopolis,ligurian,,Crisopoli
b_chrysopolis,neapolitan,,Crisopoli
b_chrysopolis,norman,,Chrysopolis
b_chrysopolis,oghuz,,Üsküdar
b_chrysopolis,sardinian,,Crisopoli
b_chrysopolis,sicilian,,Crisopoli
b_chrysopolis,southern_italian,,Crisopoli
b_chrysopolis,turkish,,Üsküdar
b_chrysopolis,turkmen,,Üsküdar
b_chrysopolis,tuscan,,Crisopoli
b_chrysopolis,venetian,,Crisopoli
b_chalkedon,b_chalkedon,,Chalkedon
b_chalkedon,b_chalkedon_adj,,
b_chalkedon,central_italian,,Calcedonia
b_chalkedon,corsican,,Calcedonia
b_chalkedon,dalmatian,,Calcedonia
b_chalkedon,frankish,,Chalcédoine
b_chalkedon,italian,,Calcedonia
b_chalkedon,ligurian,,Calcedonia
b_chalkedon,neapolitan,,Calcedonia
b_chalkedon,norman,,Chalcédoine
b_chalkedon,oghuz,,Kadiköy
b_chalkedon,sardinian,,Calcedonia
b_chalkedon,sicilian,,Calcedonia
b_chalkedon,southern_italian,,Calcedonia
b_chalkedon,turkish,,Kadiköy
b_chalkedon,turkmen,,Kadiköy
b_chalkedon,tuscan,,Calcedonia
b_chalkedon,venetian,,Calcedonia
b_hieria,b_hieria,,Hiereia
b_hieria,b_hieria_adj,,
b_kartalimen,b_kartalimen,,Kartalimen
b_kartalimen,b_kartalimen_adj,,
b_kartalimen,oghuz,,Kartal
b_kartalimen,turkish,,Kartal
b_kartalimen,turkmen,,Kartal
d_cibyrrhaeot,d_cibyrrhaeot,,Kibyrrhaioton
d_cibyrrhaeot,d_cibyrrhaeot_adj,,Kibyrrhaiotan
d_cibyrrhaeot,central_italian,,Cibirreoti
d_cibyrrhaeot,corsican,,Cibirreoti
d_cibyrrhaeot,dalmatian,,Cibirreoti
d_cibyrrhaeot,frankish,,Cibyrrhéotes
d_cibyrrhaeot,italian,,Cibirreoti
d_cibyrrhaeot,ligurian,,Cibirreoti
d_cibyrrhaeot,neapolitan,,Cibirreoti
d_cibyrrhaeot,norman,,Cibyrrhéotes
d_cibyrrhaeot,oghuz,,Menteše
d_cibyrrhaeot,d_cibyrrhaeot_adj_oghuz,,Mentešan
d_cibyrrhaeot,sardinian,,Cibirreoti
d_cibyrrhaeot,sicilian,,Cibirreoti
d_cibyrrhaeot,southern_italian,,Cibirreoti
d_cibyrrhaeot,turkish,,Menteše
d_cibyrrhaeot,d_cibyrrhaeot_adj_turkish,,Mentešan
d_cibyrrhaeot,turkmen,,Menteše
d_cibyrrhaeot,d_cibyrrhaeot_adj_turkmen,,Mentešan
d_cibyrrhaeot,tuscan,,Cibirreoti
d_cibyrrhaeot,venetian,,Cibirreoti
c_attaleia,PROV755,,Attáleia
c_attaleia,c_attaleia,,
c_attaleia,c_attaleia_adj,,Attaleian
c_attaleia,central_italian,,Sattalia
c_attaleia,c_attaleia_adj_central_italian,,Sattalian
c_attaleia,corsican,,Sattalia
c_attaleia,c_attaleia_adj_corsican,,Sattalian
c_attaleia,dalmatian,,Sattalia
c_attaleia,c_attaleia_adj_dalmatian,,Sattalian
c_attaleia,frankish,,Sattalie
c_attaleia,c_attaleia_adj_frankish,,Sattalian
c_attaleia,italian,,Sattalia
c_attaleia,c_attaleia_adj_italian,,Sattalian
c_attaleia,ligurian,,Sattalia
c_attaleia,c_attaleia_adj_ligurian,,Sattalian
c_attaleia,neapolitan,,Sattalia
c_attaleia,c_attaleia_adj_neapolitan,,Sattalian
c_attaleia,norman,,Sattalie
c_attaleia,c_attaleia_adj_norman,,Sattalian
c_attaleia,oghuz,,Antâliyya
c_attaleia,c_attaleia_adj_oghuz,,Antâliyyan
c_attaleia,sardinian,,Sattalia
c_attaleia,c_attaleia_adj_sardinian,,Sattalian
c_attaleia,sicilian,,Sattalia
c_attaleia,c_attaleia_adj_sicilian,,Sattalian
c_attaleia,southern_italian,,Sattalia
c_attaleia,c_attaleia_adj_southern_italian,,Sattalian
c_attaleia,turkish,,Atalya
c_attaleia,c_attaleia_adj_turkish,,Atalyan
c_attaleia,turkmen,,Antâliyya
c_attaleia,c_attaleia_adj_turkmen,,Antâliyyan
c_attaleia,tuscan,,Sattalia
c_attaleia,c_attaleia_adj_tuscan,,Sattalian
c_attaleia,venetian,,Sattalia
c_attaleia,c_attaleia_adj_venetian,,Sattalian
b_attaleia,b_attaleia,,Attaleia
b_attaleia,b_attaleia_adj,,
b_attaleia,central_italian,,Sattalia
b_attaleia,corsican,,Sattalia
b_attaleia,dalmatian,,Sattalia
b_attaleia,frankish,,Sattalie
b_attaleia,italian,,Sattalia
b_attaleia,ligurian,,Sattalia
b_attaleia,neapolitan,,Sattalia
b_attaleia,norman,,Sattalie
b_attaleia,oghuz,,Antâliyya
b_attaleia,sardinian,,Sattalia
b_attaleia,sicilian,,Sattalia
b_attaleia,southern_italian,,Sattalia
b_attaleia,turkish,,Atalya
b_attaleia,turkmen,,Antâliyya
b_attaleia,tuscan,,Sattalia
b_attaleia,venetian,,Sattalia
b_kalonoros,b_kalonoros,,Kalonoros
b_kalonoros,b_kalonoros_adj,,
b_kalonoros,oghuz,,Ala'iye
b_kalonoros,turkish,,Ala'iye
b_kalonoros,turkmen,,Ala'iye
b_aspendos,b_aspendos,,Aspendos
b_aspendos,b_aspendos_adj,,
b_aspendos,oghuz,,Serik
b_aspendos,turkish,,Serik
b_aspendos,turkmen,,Serik
b_side,b_side,,Side
b_side,b_side_adj,,
b_side,oghuz,,Manavgat
b_side,turkish,,Manavgat
b_side,turkmen,,Manavgat
c_rhodos,PROV483,,Dodekánisa
c_rhodos,c_rhodos,,
c_rhodos,c_rhodos_adj,,Rhodian
c_rhodos,central_italian,,Rodi
c_rhodos,c_rhodos_adj_central_italian,,Rodian
c_rhodos,corsican,,Rodi
c_rhodos,c_rhodos_adj_corsican,,Rodian
c_rhodos,dalmatian,,Rodi
c_rhodos,c_rhodos_adj_dalmatian,,Rodian
c_rhodos,frankish,,Rhodes
c_rhodos,c_rhodos_adj_frankish,,Rhodian
c_rhodos,italian,,Rodi
c_rhodos,c_rhodos_adj_italian,,Rodian
c_rhodos,ligurian,,Rodi
c_rhodos,c_rhodos_adj_ligurian,,Rodian
c_rhodos,neapolitan,,Rodi
c_rhodos,c_rhodos_adj_neapolitan,,Rodian
c_rhodos,norman,,Rhodes
c_rhodos,c_rhodos_adj_norman,,Rhodian
c_rhodos,oghuz,,Rodos
c_rhodos,c_rhodos_adj_oghuz,,Rodian
c_rhodos,sardinian,,Rodi
c_rhodos,c_rhodos_adj_sardinian,,Rodian
c_rhodos,sicilian,,Rodi
c_rhodos,c_rhodos_adj_sicilian,,Rodian
c_rhodos,southern_italian,,Rodi
c_rhodos,c_rhodos_adj_southern_italian,,Rodian
c_rhodos,turkish,,Rodos
c_rhodos,c_rhodos_adj_turkish,,Rodian
c_rhodos,turkmen,,Rodos
c_rhodos,c_rhodos_adj_turkmen,,Rodian
c_rhodos,tuscan,,Rodi
c_rhodos,c_rhodos_adj_tuscan,,Rodian
c_rhodos,venetian,,Rodi
c_rhodos,c_rhodos_adj_venetian,,Rodian
b_rhodos,b_rhodos,,Ródos
b_rhodos,b_rhodos_adj,,
b_rhodos,central_italian,,Rodi
b_rhodos,corsican,,Rodi
b_rhodos,dalmatian,,Rodi
b_rhodos,frankish,,Rhodes
b_rhodos,italian,,Rodi
b_rhodos,ligurian,,Rodi
b_rhodos,neapolitan,,Rodi
b_rhodos,norman,,Rhodes
b_rhodos,oghuz,,Rodos
b_rhodos,sardinian,,Rodi
b_rhodos,sicilian,,Rodi
b_rhodos,southern_italian,,Rodi
b_rhodos,turkish,,Rodos
b_rhodos,turkmen,,Rodos
b_rhodos,tuscan,,Rodi
b_rhodos,venetian,,Rodi
b_kos,b_kos,,Kos
b_kos,b_kos_adj,,
b_kos,oghuz,,Istanköy
b_kos,turkish,,Istanköy
b_kos,turkmen,,Istanköy
b_lindos,b_lindos,,Lindos
b_lindos,b_lindos_adj,,
b_lindos,oghuz,,Lindoz
b_lindos,turkish,,Lindoz
b_lindos,turkmen,,Lindoz
c_lykia,PROV747,,Lykía
c_lykia,c_lykia,,
c_lykia,c_lykia_adj,,Lykian
c_lykia,central_italian,,Licia
c_lykia,c_lykia_adj_central_italian,,Lician
c_lykia,corsican,,Licia
c_lykia,c_lykia_adj_corsican,,Lician
c_lykia,dalmatian,,Licia
c_lykia,c_lykia_adj_dalmatian,,Lician
c_lykia,frankish,,Lycie
c_lykia,c_lykia_adj_frankish,,Lycian
c_lykia,italian,,Licia
c_lykia,c_lykia_adj_italian,,Lician
c_lykia,ligurian,,Licia
c_lykia,c_lykia_adj_ligurian,,Lician
c_lykia,neapolitan,,Licia
c_lykia,c_lykia_adj_neapolitan,,Lician
c_lykia,norman,,Lycie
c_lykia,c_lykia_adj_norman,,Lycian
c_lykia,oghuz,,Teke
c_lykia,c_lykia_adj_oghuz,,Tekean
c_lykia,sardinian,,Licia
c_lykia,c_lykia_adj_sardinian,,Lician
c_lykia,sicilian,,Licia
c_lykia,c_lykia_adj_sicilian,,Lician
c_lykia,southern_italian,,Licia
c_lykia,c_lykia_adj_southern_italian,,Lician
c_lykia,turkish,,Teke
c_lykia,c_lykia_adj_turkish,,Tekean
c_lykia,turkmen,,Teke
c_lykia,c_lykia_adj_turkmen,,Tekean
c_lykia,tuscan,,Licia
c_lykia,c_lykia_adj_tuscan,,Lician
c_lykia,venetian,,Licia
c_lykia,c_lykia_adj_venetian,,Lician
b_myra,b_myra,,Myra
b_myra,b_myra_adj,,
b_myra,oghuz,,Demre
b_myra,turkish,,Demre
b_myra,turkmen,,Demre
b_telmissos,b_telmissos,,Makri
b_telmissos,b_telmissos_adj,,
b_telmissos,oghuz,,Megri
b_telmissos,turkish,,Megri
b_telmissos,turkmen,,Megri
b_patara,b_patara,,Patara
b_patara,b_patara_adj,,
b_patara,oghuz,,Gelemis
b_patara,turkish,,Gelemis
b_patara,turkmen,,Gelemis
b_phaselis,b_phaselis,,Phaselis
b_phaselis,b_phaselis_adj,,
b_phaselis,oghuz,,Tekfur Ova
b_phaselis,turkish,,Tekfur Ova
b_phaselis,turkmen,,Tekfur Ova
c_mylasa,PROV1231,,Mylasa
c_mylasa,c_mylasa,,
c_mylasa,c_mylasa_adj,,Mylasan
c_mylasa,oghuz,,Menteše
c_mylasa,c_mylasa_adj_oghuz,,Mentešian
c_mylasa,turkish,,Menteše
c_mylasa,c_mylasa_adj_turkish,,Mentešian
c_mylasa,turkmen,,Menteše
c_mylasa,c_mylasa_adj_turkmen,,Mentešian
b_halikarnassos,b_halikarnassos,,Halikarnassos
b_halikarnassos,b_halikarnassos_adj,,
b_halikarnassos,oghuz,,Bodrum
b_halikarnassos,turkish,,Bodrum
b_halikarnassos,turkmen,,Bodrum
b_mylasa,b_mylasa,,Mylasa
b_mylasa,b_mylasa_adj,,
b_mylasa,oghuz,,Milas
b_mylasa,turkish,,Milas
b_mylasa,turkmen,,Milas
b_knidos,b_knidos,,Knidos
b_knidos,b_knidos_adj,,
b_knidos,oghuz,,Dadya
b_knidos,turkish,,Dadya
b_knidos,turkmen,,Dadya
b_strobilos,b_strobilos,,Strobilos
b_strobilos,b_strobilos_adj,,
b_strobilos,oghuz,,Mugla
b_strobilos,turkish,,Mugla
b_strobilos,turkmen,,Mugla
k_anatolia,k_anatolia,,Ikonion
k_anatolia,k_anatolia_adj,,Ikonian
k_anatolia,frankish,,Anatolie
k_anatolia,k_anatolia_adj_frankish,,Anatolian
k_anatolia,norman,,Anatolie
k_anatolia,k_anatolia_adj_norman,,Anatolian
k_anatolia,k_anatolia_adj_oghuz,,Rûmian
k_anatolia,k_anatolia_adj_turkish,,Rûmian
k_anatolia,k_anatolia_adj_turkmen,,Rûmian
k_anatolia,dynasty_title_names,,no
d_charsianon,d_charsianon,,Kharsianoù
d_charsianon,d_charsianon_adj,,Kharsianian
d_charsianon,armenian,,Gesaria
d_charsianon,d_charsianon_adj_armenian,,Gesarian
d_charsianon,frankish,,Césarée
d_charsianon,d_charsianon_adj_frankish,,Césaréan
d_charsianon,norman,,Césarée
d_charsianon,d_charsianon_adj_norman,,Césaréan
d_charsianon,oghuz,,Kayseriye
d_charsianon,d_charsianon_adj_oghuz,,Kayseriyyan
d_charsianon,turkish,,Kayseriye
d_charsianon,d_charsianon_adj_turkish,,Kayseriyyan
d_charsianon,turkmen,,Kayseriye
d_charsianon,d_charsianon_adj_turkmen,,Kayseriyyan
c_kaisereia,PROV737,,Kaisareia
c_kaisereia,c_kaisereia,,
c_kaisereia,c_kaisereia_adj,,Kaisereian
c_kaisereia,armenian,,Gesaria
c_kaisereia,c_kaisereia_adj_armenian,,Gesarian
c_kaisereia,frankish,,Césarée
c_kaisereia,c_kaisereia_adj_frankish,,Césaréan
c_kaisereia,norman,,Césarée
c_kaisereia,c_kaisereia_adj_norman,,Césaréan
c_kaisereia,oghuz,,Kayseriye
c_kaisereia,c_kaisereia_adj_oghuz,,Kayseriyyan
c_kaisereia,turkish,,Kayseriye
c_kaisereia,c_kaisereia_adj_turkish,,Kayseriyyan
c_kaisereia,turkmen,,Kayseriye
c_kaisereia,c_kaisereia_adj_turkmen,,Kayseriyyan
b_kaisareia,b_kaisareia,,Kaisareia
b_kaisareia,b_kaisareia_adj,,
b_kaisareia,armenian,,Gesaria
b_kaisareia,frankish,,Césarée
b_kaisareia,norman,,Césarée
b_kaisareia,oghuz,,Kayseriye
b_kaisareia,turkish,,Kayseriye
b_kaisareia,turkmen,,Kayseriye
b_talas_anatolia,b_talas_anatolia,,Dalassa
b_talas_anatolia,b_talas_anatolia_adj,,
b_talas_anatolia,oghuz,,Talas
b_talas_anatolia,turkish,,Talas
b_talas_anatolia,turkmen,,Talas
b_zoropassos,b_zoropassos,,Zoropassos
b_zoropassos,b_zoropassos_adj,,
b_zoropassos,oghuz,,Arabsun
b_zoropassos,turkish,,Arabsun
b_zoropassos,turkmen,,Arabsun
b_malakopeia,b_malakopeia,,Malakopeia
b_malakopeia,b_malakopeia_adj,,
b_malakopeia,oghuz,,Melegöbi
b_malakopeia,turkish,,Melegöbi
b_malakopeia,turkmen,,Melegöbi
b_kyzistra,b_kyzistra,,Kyzistra
b_kyzistra,b_kyzistra_adj,,
c_galatia,PROV752,,Galatía
c_galatia,c_galatia,,
c_galatia,c_galatia_adj,,Galatian
c_galatia,frankish,,Galatie
c_galatia,c_galatia_adj_frankish,,Galatian
c_galatia,norman,,Galatie
c_galatia,c_galatia_adj_norman,,Galatian
c_galatia,oghuz,,Bozok
c_galatia,c_galatia_adj_oghuz,,Bozokan
c_galatia,turkish,,Bozok
c_galatia,c_galatia_adj_turkish,,Bozokan
c_galatia,turkmen,,Bozok
c_galatia,c_galatia_adj_turkmen,,Bozokan
b_kharsianon,b_kharsianon,,Kharsianon
b_kharsianon,b_kharsianon_adj,,
b_kharsianon,oghuz,,Musalim Hisar
b_kharsianon,turkish,,Musalim Hisar
b_kharsianon,turkmen,,Musalim Hisar
b_tavia,b_tavia,,Tavia
b_tavia,b_tavia_adj,,
b_tavia,oghuz,,Bozok
b_tavia,turkish,,Bozok
b_tavia,turkmen,,Bozok
b_mokissos,b_mokissos,,Mokissos
b_mokissos,b_mokissos_adj,,
b_mokissos,oghuz,,Kir Šehir
b_mokissos,turkish,,Kir Šehir
b_mokissos,turkmen,,Kir Šehir
b_basilika_therma,b_basilika_therma,,Basilike Therma
b_basilika_therma,b_basilika_therma_adj,,
b_basilika_therma,oghuz,,Terzili
b_basilika_therma,turkish,,Terzili
b_basilika_therma,turkmen,,Terzili
d_cappadocia,d_cappadocia,,Kappadokias
d_cappadocia,d_cappadocia_adj,,Kappadokian
d_cappadocia,oghuz,,Nigde
d_cappadocia,d_cappadocia_adj_oghuz,,Nigdean
d_cappadocia,turkish,,Nigde
d_cappadocia,d_cappadocia_adj_turkish,,Nigdean
d_cappadocia,turkmen,,Nigde
d_cappadocia,d_cappadocia_adj_turkmen,,Nigdean
c_tyana,PROV760,,Tyana
c_tyana,c_tyana,,
c_tyana,c_tyana_adj,,Tyanian
c_tyana,oghuz,,Nigde
c_tyana,c_tyana_adj_oghuz,,Nigdian
c_tyana,turkish,,Nigde
c_tyana,c_tyana_adj_turkish,,Nigdian
c_tyana,turkmen,,Nigde
c_tyana,c_tyana_adj_turkmen,,Nigdian
b_loulon,b_loulon,,Loulon
b_loulon,b_loulon_adj,,
b_loulon,andalusian_arabic,,Lu'lu'a
b_loulon,bedouin_arabic,,Lu'lu'a
b_loulon,egyptian_arabic,,Lu'lu'a
b_loulon,levantine_arabic,,Lu'lu'a
b_loulon,maghreb_arabic,,Lu'lu'a
b_loulon,oghuz,,Hasangazi
b_loulon,turkish,,Hasangazi
b_loulon,turkmen,,Hasangazi
b_tyana,b_tyana,,Tyana
b_tyana,b_tyana_adj,,
b_tyana,oghuz,,Kilise Hisar
b_tyana,turkish,,Kilise Hisar
b_tyana,turkmen,,Kilise Hisar
b_anatoliaheraklea,b_anatoliaheraklea,,Herakleia Kybistra
b_anatoliaheraklea,b_anatoliaheraklea_adj,,
b_anatoliaheraklea,oghuz,,Eregli
b_anatoliaheraklea,turkish,,Eregli
b_anatoliaheraklea,turkmen,,Eregli
b_magida,b_magida,,Magida
b_magida,b_magida_adj,,
b_magida,oghuz,,Nigde
b_magida,turkish,,Nigde
b_magida,turkmen,,Nigde
c_archelais,PROV1261,,Archelaïs
c_archelais,c_archelais,,
c_archelais,c_archelais_adj,,Archelaïsan
c_archelais,oghuz,,Ak Saray
c_archelais,c_archelais_adj_oghuz,,Ak Sarayan
c_archelais,turkish,,Ak Saray
c_archelais,c_archelais_adj_turkish,,Ak Sarayan
c_archelais,turkmen,,Ak Saray
c_archelais,c_archelais_adj_turkmen,,Ak Sarayan
b_archelais,b_archelais,,Arkhelais
b_archelais,b_archelais_adj,,
b_archelais,oghuz,,Ak Saray
b_archelais,turkish,,Ak Saray
b_archelais,turkmen,,Ak Saray
b_nazianzos,b_nazianzos,,Nazianzos
b_nazianzos,b_nazianzos_adj,,
b_nazianzos,oghuz,,Nenizi
b_nazianzos,turkish,,Nenizi
b_nazianzos,turkmen,,Nenizi
b_koron,b_koron,,Koron
b_koron,b_koron_adj,,
b_koron,andalusian_arabic,,Al-Qurra
b_koron,bedouin_arabic,,Al-Qurra
b_koron,egyptian_arabic,,Al-Qurra
b_koron,levantine_arabic,,Al-Qurra
b_koron,maghreb_arabic,,Al-Qurra
b_koron,oghuz,,Hasangazi
b_koron,turkish,,Hasangazi
b_koron,turkmen,,Hasangazi
c_nyssa,PROV1222,,Nyssa
c_nyssa,c_nyssa,,
c_nyssa,c_nyssa_adj,,Nyssan
c_nyssa,oghuz,,Kuš Hisar
c_nyssa,c_nyssa_adj_oghuz,,Kuš Hisaran
c_nyssa,turkish,,Kuš Hisar
c_nyssa,c_nyssa_adj_turkish,,Kuš Hisaran
c_nyssa,turkmen,,Kuš Hisar
c_nyssa,c_nyssa_adj_turkmen,,Kuš Hisaran
b_nyssa,b_nyssa,,Nyssa
b_nyssa,b_nyssa_adj,,
b_nyssa,oghuz,,Kuš Hisar
b_nyssa,turkish,,Kuš Hisar
b_nyssa,turkmen,,Kuš Hisar
b_aspona,b_aspona,,Aspona
b_aspona,b_aspona_adj,,
b_aspona,oghuz,,Sarihüyük
b_aspona,turkish,,Sarihüyük
b_aspona,turkmen,,Sarihüyük
d_coloneia,d_coloneia,,Koloneias
d_coloneia,d_coloneia_adj,,Koloneian
d_coloneia,frankish,,Colonée
d_coloneia,d_coloneia_adj_frankish,,Colonéan
d_coloneia,norman,,Colonée
d_coloneia,d_coloneia_adj_norman,,Colonéan
d_coloneia,oghuz,,Divrigi
d_coloneia,d_coloneia_adj_oghuz,,Divrigan
d_coloneia,turkish,,Divrigi
d_coloneia,d_coloneia_adj_turkish,,Divrigan
d_coloneia,turkmen,,Divrigi
d_coloneia,d_coloneia_adj_turkmen,,Divrigan
c_koloneia,PROV706,,Koloneia
c_koloneia,c_koloneia,,
c_koloneia,c_koloneia_adj,,Coloneian
c_koloneia,armenian,,Kogoniya
c_koloneia,c_koloneia_adj_armenian,,Kogoniyan
c_koloneia,oghuz,,Šebin Kara Hisar
c_koloneia,c_koloneia_adj_oghuz,,Šebin Kara Hisaran
c_koloneia,turkish,,Šebin Kara Hisar
c_koloneia,c_koloneia_adj_turkish,,Šebin Kara Hisaran
c_koloneia,turkmen,,Šebin Kara Hisar
c_koloneia,c_koloneia_adj_turkmen,,Šebin Kara Hisaran
b_koloneia,b_koloneia,,Koloneia
b_koloneia,b_koloneia_adj,,
b_koloneia,armenian,,Kogoniya
b_koloneia,oghuz,,Šebin Kara Hisar
b_koloneia,turkish,,Šebin Kara Hisar
b_koloneia,turkmen,,Šebin Kara Hisar
b_nikopolispontica,b_nikopolispontica,,Nikopolis
b_nikopolispontica,b_nikopolispontica_adj,,
b_nikopolispontica,armenian,,Purkh
b_nikopolispontica,oghuz,,Koyul Hisar
b_nikopolispontica,turkish,,Koyul Hisar
b_nikopolispontica,turkmen,,Koyul Hisar
b_satala,b_satala,,Satala
b_satala,b_satala_adj,,
b_satala,armenian,,Satag
b_satala,oghuz,,Sadak
b_satala,turkish,,Sadak
b_satala,turkmen,,Sadak
b_arauraka,b_arauraka,,Arauraka
b_arauraka,b_arauraka_adj,,
b_arauraka,oghuz,,Siran
b_arauraka,turkish,,Siran
b_arauraka,turkmen,,Siran
c_neokaisareia,PROV1228,,Neokaisareia
c_neokaisareia,c_neokaisareia,,
c_neokaisareia,c_neokaisareia_adj,,Neokaisareian
c_neokaisareia,armenian,,Nikisar
c_neokaisareia,c_neokaisareia_adj_armenian,,Nikisarian
c_neokaisareia,frankish,,Néoésarée
c_neokaisareia,c_neokaisareia_adj_frankish,,Néocésaréan
c_neokaisareia,norman,,Néocésarée
c_neokaisareia,c_neokaisareia_adj_norman,,Néocésaréan
c_neokaisareia,oghuz,,Niksar
c_neokaisareia,c_neokaisareia_adj_oghuz,,Niksarian
c_neokaisareia,turkish,,Niksar
c_neokaisareia,c_neokaisareia_adj_turkish,,Niksarian
c_neokaisareia,turkmen,,Niksar
c_neokaisareia,c_neokaisareia_adj_turkmen,,Niksarian
b_neokaisareia,b_neokaisareia,,Neokaisareia
b_neokaisareia,b_neokaisareia_adj,,
b_neokaisareia,armenian,,Nikisar
b_neokaisareia,frankish,,Néoésarée
b_neokaisareia,norman,,Néocésarée
b_neokaisareia,oghuz,,Niksar
b_neokaisareia,turkish,,Niksar
b_neokaisareia,turkmen,,Niksar
b_hypsele,b_hypsele,,Hypsele
b_hypsele,b_hypsele_adj,,
b_hypsele,oghuz,,Tozanli
b_hypsele,turkish,,Tozanli
b_hypsele,turkmen,,Tozanli
c_tephrike,PROV944,,Tephrike
c_tephrike,c_tephrike,,
c_tephrike,c_tephrike_adj,,Tephrikan
c_tephrike,armenian,,Tewrik
c_tephrike,c_tephrike_adj_armenian,,Tewrikan
c_tephrike,oghuz,,Divrigi
c_tephrike,c_tephrike_adj_oghuz,,Divrigan
c_tephrike,turkish,,Divrigi
c_tephrike,c_tephrike_adj_turkish,,Divrigan
c_tephrike,turkmen,,Divrigi
c_tephrike,c_tephrike_adj_turkmen,,Divrigan
b_tephrike,b_tephrike,,Tephrike
b_tephrike,b_tephrike_adj,,
b_tephrike,armenian,,Tewrik
b_tephrike,oghuz,,Divrigi
b_tephrike,turkish,,Divrigi
b_tephrike,turkmen,,Divrigi
b_koptos,b_koptos,,Koptos
b_koptos,b_koptos_adj,,
b_koptos,oghuz,,Hekimhan
b_koptos,turkish,,Hekimhan
b_koptos,turkmen,,Hekimhan
